Change_ID,Aircraft_Model,Company,Part_Number,Primary_Part,Assembly,Problem_Description,Source_of_Report,Material_Type,Original_Length,Original_Height,Original_Width,Changed_Length,Changed_Height,Changed_Width,Change_Type,Date_Reported,Impacted_Items,Impacted_Organizations,Severity_Score,Priority,,,,,,
CR-737-1137,Boeing 737-800,Boeing Commercial Airplanes,737-57-8871-003,Main_Spar,Wing,Manufacturing defect in composite layup causing delamination risk,Customer_Operations,Stainless Steel 316L,433.04,93.89,37.89,432.42,93.27,37.27,Design_Modification,2023-08-22,Front_Spar|Wing|Left_Wing_Box|Wing_Center_Section|Main_Spar|Right_Wing_Box,Customer_Operations|Materials_Engineering|Structural_Engineering|Certification|Quality_Assurance|Field_Support|Supplier_Management|Flight_Test,5.61,High,,,,,,
CR-737-1138,Boeing 737-800,Boeing Commercial Airplanes,737-99-7606-101,Right_Elevator,Empennage,Material property variation affecting load distribution characteristics,Flight_Test,Stainless Steel 316L,272.82,187.97,91.0,271.66,186.81,89.84,Fastener_Change,2024-03-05,Empennage|Right_Elevator|Horizontal_Stabilizer,Structural_Engineering|Customer_Support|Quality_Assurance|Flight_Test,3.12,Low,,,,,,
CR-737-1139,Boeing 737-800,Boeing Commercial Airplanes,737-57-3447-101,Front_Spar,Wing,Fastener hole misalignment discovered during assembly process,Quality_Assurance,Aluminum 6061-T6,266.26,134.73,71.94,267.23,135.7,72.91,Process_Change,2023-06-04,Front_Spar|Wing|Wing_Center_Section|Main_Spar|Right_Wing_Box,Manufacturing_Engineering|Materials_Engineering|Structural_Engineering|Quality_Assurance|Production_Control,4.85,Medium,,,,,,
CR-737-1140,Boeing 737-800,Boeing Commercial Airplanes,737-57-3455-003,Left_Wing,Wing,Fastener hole misalignment discovered during assembly process,Supplier_Spirit_AeroSystems,Aluminum 2024-T3,316.58,164.33,98.74,316.57,164.32,98.73,Process_Change,2023-11-07,Left_Wing|Wing,Manufacturing_Engineering|Structural_Engineering|Quality_Assurance|Supplier_Management|Configuration_Management|Production_Control|Supplier_Spirit_AeroSystems|Flight_Test,0.02,Medium,,,,,,
CR-737-1141,Boeing 737-800,Boeing Commercial Airplanes,737-53-9177-101,Passenger_Door_Frame,Fuselage,Stress concentration area showing signs of material degradation,Supplier_Boeing_Wichita,Stainless Steel 316L,421.11,103.95,79.03,422.67,105.51,80.59,Material_Change,2023-12-28,Emergency_Exit_Frame|Center_Fuselage|Passenger_Door_Frame|Fuselage|Aft_Fuselage,Materials_Engineering|Customer_Support|Structural_Engineering|Supplier_Boeing_Wichita|Quality_Assurance|Certification|Supplier_Management|Field_Support|Production_Control|Flight_Test,10.0,High,,,,,,
CR-737-1142,Boeing 737-800,Boeing Commercial Airplanes,737-53-4852-201,Fuselage,Fuselage,Manufacturing defect in composite layup causing delamination risk,Supplier_Spirit_AeroSystems,Aluminum 6061-T6,206.51,85.1,94.78,206.48,85.07,94.75,Tolerance_Adjustment,2024-10-08,Fuselage,Materials_Engineering|Structural_Engineering|Quality_Assurance|Supplier_Management|Field_Support|Supplier_Spirit_AeroSystems,0.02,Low,,,,,,
CR-737-1143,Boeing 737-800,Boeing Commercial Airplanes,737-53-2996-201,Forward_Fuselage,Fuselage,Dimensional tolerance exceeded during manufacturing quality check,Maintenance_Planning,Steel 4340,355.11,39.51,29.46,354.58,38.98,28.93,Surface_Treatment_Change,2024-12-06,Forward_Fuselage|Fuselage,Materials_Engineering|Maintenance_Planning|Structural_Engineering|Quality_Assurance|Configuration_Management,0.64,Low,,,,,,
CR-737-1144,Boeing 737-800,Boeing Commercial Airplanes,737-32-1290-101,Landing_Gear,Landing_Gear,Fastener hole misalignment discovered during assembly process,Design_Engineering,Carbon Fiber Composite,304.58,177.67,79.43,303.61,176.7,78.46,Surface_Treatment_Change,2024-12-05,Landing_Gear,Materials_Engineering|Systems_Engineering|Structural_Engineering|Quality_Assurance|Field_Support|Design_Engineering,0.58,Low,,,,,,
CR-737-1145,Boeing 737-800,Boeing Commercial Airplanes,737-71-8801-003,Engine_1,Propulsion,Wear pattern inconsistency observed during maintenance inspection,Manufacturing_Engineering,Inconel 718,170.16,160.97,11.82,170.82,161.63,12.48,Process_Change,2023-11-26,Left_Wing_Box|Engine_1|Thrust_Reverser|Engine_Cowling|Propulsion,Manufacturing_Engineering|Systems_Engineering|Customer_Support|Structural_Engineering|Quality_Assurance|Production_Control|Flight_Test,3.3,Medium,,,,,,
CR-737-1146,Boeing 737-800,Boeing Commercial Airplanes,737-99-8696-001,Vertical_Stabilizer,Empennage,Fastener hole misalignment discovered during assembly process,Maintenance_Planning,Aluminum 7075-T6,445.38,50.26,70.37,444.99,49.87,69.98,Process_Change,2024-09-30,Left_Elevator|Empennage|Right_Elevator|Vertical_Stabilizer,Manufacturing_Engineering|Maintenance_Planning|Structural_Engineering|Quality_Assurance|Field_Support|Configuration_Management|Production_Control,1.55,Medium,,,,,,
CR-737-1147,Boeing 737-800,Boeing Commercial Airplanes,737-38-5358-001,Right_Slat_System,Wing,Manufacturing defect in composite layup causing delamination risk,Design_Engineering,Carbon Fiber Composite,408.84,112.21,52.24,409.81,113.18,53.21,Tolerance_Adjustment,2024-12-29,Right_Wing_Box|Right_Wing|Right_Slat_System|Wing,Design_Engineering|Materials_Engineering|Structural_Engineering|Quality_Assurance,2.91,Medium,,,,,,
CR-737-1148,Boeing 737-800,Boeing Commercial Airplanes,737-32-4659-001,Nose_Landing_Gear_Bay,Fuselage,Fastener hole misalignment discovered during assembly process,Manufacturing_Engineering,Stainless Steel 316L,346.3,107.73,41.21,346.51,107.94,41.42,Tolerance_Adjustment,2023-11-24,Fuselage|Nose_Landing_Gear_Bay|Cockpit_Frame|Forward_Fuselage,Manufacturing_Engineering|Structural_Engineering|Quality_Assurance|Supplier_Management|Certification|Flight_Test,0.62,Medium,,,,,,
CR-737-1149,Boeing 737-800,Boeing Commercial Airplanes,737-38-1992-002,Right_Slat_System,Wing,Wear pattern inconsistency observed during maintenance inspection,Maintenance_Planning,Steel 4340,432.76,132.52,87.62,431.92,131.68,86.78,Fastener_Change,2024-03-09,Wing|Right_Wing|Right_Slat_System|Right_Aileron|Right_Wing_Box,Maintenance_Planning|Structural_Engineering|Certification|Quality_Assurance|Flight_Test,3.78,Medium,,,,,,
CR-737-1150,Boeing 737-800,Boeing Commercial Airplanes,737-71-1414-001,Engine_2,Propulsion,Vibration-induced loosening of critical fastener connections,Design_Engineering,Aluminum 7075-T6,440.28,190.31,86.88,439.84,189.87,86.44,Process_Change,2024-04-02,Engine_Mount|Thrust_Reverser|Engine_2|Engine_Cowling|Propulsion,Manufacturing_Engineering|Systems_Engineering|Customer_Support|Structural_Engineering|Quality_Assurance|Certification|Field_Support|Production_Control|Design_Engineering|Flight_Test,2.18,Medium,,,,,,
CR-737-1151,Boeing 737-800,Boeing Commercial Airplanes,737-99-8470-003,Thrust_Reverser,Propulsion,Material thickness variation beyond specification limits detected,Flight_Test,Steel 4340,368.76,124.36,12.01,367.64,123.24,10.89,Process_Change,2023-11-27,Engine_1|Thrust_Reverser|Propulsion|Left_Wing_Box,Manufacturing_Engineering|Systems_Engineering|Structural_Engineering|Quality_Assurance|Field_Support|Production_Control|Flight_Test,4.49,Medium,,,,,,
CR-737-1152,Boeing 737-800,Boeing Commercial Airplanes,737-99-8816-003,Horizontal_Stabilizer,Empennage,Dimensional tolerance exceeded during manufacturing quality check,Manufacturing_Engineering,Aluminum 6061-T6,426.66,117.24,64.86,426.83,117.41,65.03,Fastener_Change,2024-10-23,Empennage|Horizontal_Stabilizer|Vertical_Stabilizer,Manufacturing_Engineering|Structural_Engineering|Quality_Assurance|Customer_Support,0.45,Low,,,,,,
CR-737-1153,Boeing 737-800,Boeing Commercial Airplanes,737-53-1565-003,Forward_Fuselage,Fuselage,Fastener hole misalignment discovered during assembly process,Quality_Assurance,Magnesium AZ31B,363.86,29.06,43.1,362.38,27.58,41.62,Process_Change,2024-05-23,Forward_Fuselage|Fuselage|Nose_Landing_Gear_Bay,Manufacturing_Engineering|Structural_Engineering|Certification|Quality_Assurance|Production_Control,4.0,Medium,,,,,,
CR-737-1154,Boeing 737-800,Boeing Commercial Airplanes,737-38-9565-002,Right_Flap_System,Wing,Impact damage assessment reveals underlying structural concerns,Supplier_Spirit_AeroSystems,Aluminum 7075-T6,356.06,31.32,47.41,356.91,32.17,48.26,Surface_Treatment_Change,2023-12-13,Wing|Right_Wing|Right_Flap_System,Manufacturing_Engineering|Customer_Support|Structural_Engineering|Quality_Assurance|Supplier_Management|Supplier_Spirit_AeroSystems,1.53,Low,,,,,,
CR-737-1155,Boeing 737-800,Boeing Commercial Airplanes,737-53-7562-201,Passenger_Door_Frame,Fuselage,Fatigue crack observed in structural component during routine inspection,Maintenance_Planning,Aluminum 6061-T6,328.38,53.72,84.88,328.85,54.19,85.35,Fastener_Change,2024-12-12,Passenger_Door_Frame|Fuselage|Center_Fuselage,Manufacturing_Engineering|Materials_Engineering|Maintenance_Planning|Structural_Engineering|Certification|Quality_Assurance,1.28,Low,,,,,,
CR-737-1156,Boeing 737-800,Boeing Commercial Airplanes,737-57-2888-003,Right_Wing_Box,Wing,Material thickness variation beyond specification limits detected,Supplier_Spirit_AeroSystems,Aluminum 2024-T3,388.72,25.84,37.89,389.2,26.32,38.37,Quality_Requirement_Change,2023-01-25,Wing|Right_Wing_Box|Right_Wing,Systems_Engineering|Structural_Engineering|Certification|Supplier_Management|Quality_Assurance|Production_Control|Supplier_Spirit_AeroSystems,0.94,Low,,,,,,
CR-737-1157,Boeing 737-800,Boeing Commercial Airplanes,737-53-4588-002,Center_Fuselage,Fuselage,Dimensional tolerance exceeded during manufacturing quality check,Supplier_Boeing_Wichita,Magnesium AZ31B,121.37,153.8,94.87,120.77,153.2,94.27,Fastener_Change,2024-10-11,Wing_Box_Interface|Main_Landing_Gear_Bay|Center_Fuselage|Fuselage,Systems_Engineering|Structural_Engineering|Supplier_Boeing_Wichita|Quality_Assurance|Supplier_Management|Field_Support|Production_Control,2.17,Medium,,,,,,
CR-737-1158,Boeing 737-800,Boeing Commercial Airplanes,737-99-7798-201,Rear_Pressure_Bulkhead,Fuselage,Corrosion detected on surface coating affecting structural integrity,Quality_Assurance,Carbon Fiber Composite,446.39,150.2,26.17,446.69,150.5,26.47,Design_Modification,2023-08-24,Emergency_Exit_Frame|Rear_Pressure_Bulkhead|Passenger_Door_Frame|Fuselage|Aft_Fuselage,Materials_Engineering|Systems_Engineering|Customer_Support|Structural_Engineering|Certification|Quality_Assurance|Supplier_Management|Flight_Test,2.25,High,,,,,,
CR-737-1159,Boeing 737-800,Boeing Commercial Airplanes,737-99-3689-101,APU_Bay,Fuselage,Material thickness variation beyond specification limits detected,Supplier_Boeing_Wichita,Magnesium AZ31B,442.33,44.49,69.65,440.69,42.85,68.01,Tolerance_Adjustment,2023-09-30,Fuselage|Aft_Fuselage|APU_Bay,Materials_Engineering|Structural_Engineering|Supplier_Boeing_Wichita|Quality_Assurance|Supplier_Management|Configuration_Management,3.0,Low,,,,,,
CR-737-1160,Boeing 737-800,Boeing Commercial Airplanes,737-57-4302-201,Right_Wing_Box,Wing,Surface finish irregularity causing aerodynamic performance issues,Manufacturing_Engineering,Carbon Fiber Composite,63.16,170.49,70.49,62.58,169.91,69.91,Tolerance_Adjustment,2024-02-07,Engine_Cowling|Right_Wing|Right_Wing_Box|Wing,Manufacturing_Engineering|Systems_Engineering|Customer_Support|Structural_Engineering|Quality_Assurance|Certification|Flight_Test,1.73,Medium,,,,,,
CR-737-1161,Boeing 737-800,Boeing Commercial Airplanes,737-99-9385-101,NLG_Strut,Landing_Gear,Material thickness variation beyond specification limits detected,Supplier_Boeing_Wichita,Aluminum 7075-T6,421.62,47.86,32.7,420.09,46.33,31.17,Dimensional_Change,2023-07-30,Nose_Landing_Gear|NLG_Strut|Landing_Gear,Manufacturing_Engineering|Systems_Engineering|Customer_Support|Structural_Engineering|Supplier_Boeing_Wichita|Quality_Assurance|Supplier_Management|Field_Support|Certification|Configuration_Management|Production_Control,5.0,Medium,,,,,,
CR-737-1162,Boeing 737-800,Boeing Commercial Airplanes,737-57-6913-101,Wing_Fuel_Tank,Wing,Fatigue crack observed in structural component during routine inspection,Supplier_Spirit_AeroSystems,Steel 4340,107.99,74.21,39.23,107.05,73.27,38.29,Material_Change,2023-11-14,Wing|Wing_Center_Section|Center_Fuselage|Wing_Box_Interface|Wing_Fuel_Tank,Manufacturing_Engineering|Materials_Engineering|Customer_Support|Structural_Engineering|Certification|Quality_Assurance|Supplier_Management|Supplier_Spirit_AeroSystems|Flight_Test,7.08,High,,,,,,
CR-737-1163,Boeing 737-800,Boeing Commercial Airplanes,737-38-7366-003,Right_Slat_System,Wing,Manufacturing defect in composite layup causing delamination risk,Design_Engineering,Titanium Ti-6Al-4V,200.8,64.82,85.13,202.2,66.22,86.53,Assembly_Sequence_Change,2024-07-28,Wing|Right_Wing|Right_Slat_System|Right_Aileron|Right_Wing_Box,Design_Engineering|Structural_Engineering|Configuration_Management|Quality_Assurance,5.0,Medium,,,,,,
CR-737-1164,Boeing 737-800,Boeing Commercial Airplanes,737-38-1004-001,Right_Flap_System,Wing,Thermal expansion mismatch causing joint stress concentration,Quality_Assurance,Aluminum 2024-T3,384.58,87.02,78.56,386.07,88.51,80.05,Material_Change,2023-11-07,Wing|Right_Wing|Right_Slat_System|Right_Flap_System|Right_Aileron|Right_Wing_Box,Materials_Engineering|Structural_Engineering|Certification|Quality_Assurance|Supplier_Management|Flight_Test,10.0,High,,,,,,
CR-737-1165,Boeing 737-800,Boeing Commercial Airplanes,737-57-4125-101,Left_Wing_Box,Wing,Impact damage assessment reveals underlying structural concerns,Manufacturing_Engineering,Aluminum 7075-T6,122.34,65.84,39.62,121.61,65.11,38.89,Material_Change,2023-11-01,Wing|Left_Wing_Box|Engine_Mount|Left_Wing|Left_Flap_System,Manufacturing_Engineering|Materials_Engineering|Systems_Engineering|Customer_Support|Structural_Engineering|Certification|Quality_Assurance|Flight_Test,5.5,High,,,,,,
CR-737-1166,Boeing 737-800,Boeing Commercial Airplanes,737-71-4353-001,Engine_Mount,Propulsion,Surface treatment adhesion failure compromising protection coating,Quality_Assurance,Stainless Steel 316L,418.09,108.01,58.06,417.01,106.93,56.98,Dimensional_Change,2023-03-30,Engine_1|Engine_Mount|Thrust_Reverser|Engine_2|Propulsion|Right_Wing_Box,Manufacturing_Engineering|Systems_Engineering|Structural_Engineering|Quality_Assurance|Configuration_Management|Production_Control|Flight_Test,8.12,High,,,,,,
CR-737-1167,Boeing 737-800,Boeing Commercial Airplanes,737-99-8859-001,Vertical_Stabilizer,Empennage,Impact damage assessment reveals underlying structural concerns,Supplier_Boeing_Wichita,Carbon Fiber Composite,424.46,93.33,15.55,423.01,91.88,14.1,Fastener_Change,2023-01-31,Empennage|Vertical_Stabilizer,Materials_Engineering|Structural_Engineering|Supplier_Boeing_Wichita|Quality_Assurance|Supplier_Management|Production_Control,2.4,Low,,,,,,
CR-737-1168,Boeing 737-800,Boeing Commercial Airplanes,737-99-3867-001,Left_Elevator,Empennage,Thermal expansion mismatch causing joint stress concentration,Quality_Assurance,Aluminum 7075-T6,278.36,197.58,28.79,279.89,199.11,30.32,Tolerance_Adjustment,2024-12-27,Left_Elevator|Empennage|Horizontal_Stabilizer|Vertical_Stabilizer|Rudder,Structural_Engineering|Systems_Engineering|Quality_Assurance|Supplier_Management,5.0,Medium,,,,,,
CR-737-1169,Boeing 737-800,Boeing Commercial Airplanes,737-38-4847-101,Left_Flap_System,Wing,Assembly interference detected during fit-up verification,Quality_Assurance,Aluminum 2024-T3,52.87,30.07,53.72,54.12,31.32,54.97,Fastener_Change,2024-07-26,Wing|Left_Flap_System|Left_Wing|Left_Slat_System|Left_Aileron,Systems_Engineering|Structural_Engineering|Quality_Assurance|Supplier_Management|Field_Support,5.61,Medium,,,,,,
CR-737-1170,Boeing 737-800,Boeing Commercial Airplanes,737-99-7017-101,MLG_Strut,Landing_Gear,Material property variation affecting load distribution characteristics,Flight_Test,Magnesium AZ31B,179.17,45.59,17.74,178.05,44.47,16.62,Surface_Treatment_Change,2024-07-18,Main_Landing_Gear|MLG_Brake_System|Main_Landing_Gear_Bay|Landing_Gear|MLG_Strut,Systems_Engineering|Customer_Support|Structural_Engineering|Quality_Assurance|Supplier_Management|Field_Support|Production_Control|Flight_Test,3.36,Medium,,,,,,
CR-737-1171,Boeing 737-800,Boeing Commercial Airplanes,737-38-7582-003,NLG_Steering_System,Landing_Gear,Manufacturing defect in composite layup causing delamination risk,Manufacturing_Engineering,Steel 4340,327.62,29.51,85.9,326.45,28.34,84.73,Assembly_Sequence_Change,2024-11-22,Nose_Landing_Gear|NLG_Steering_System|Landing_Gear,Manufacturing_Engineering|Systems_Engineering|Customer_Support|Structural_Engineering|Quality_Assurance|Supplier_Management|Field_Support|Configuration_Management,2.64,Low,,,,,,
CR-737-1172,Boeing 737-800,Boeing Commercial Airplanes,737-99-5148-002,MLG_Strut,Landing_Gear,Fastener hole misalignment discovered during assembly process,Manufacturing_Engineering,Stainless Steel 316L,491.53,132.65,74.62,491.37,132.49,74.46,Quality_Requirement_Change,2024-11-27,Main_Landing_Gear|MLG_Strut|Landing_Gear,Manufacturing_Engineering|Systems_Engineering|Structural_Engineering|Quality_Assurance|Supplier_Management|Field_Support,0.32,Low,,,,,,
CR-737-1173,Boeing 737-800,Boeing Commercial Airplanes,737-99-3376-201,APU_Bay,Fuselage,Fastener hole misalignment discovered during assembly process,Maintenance_Planning,Titanium Ti-6Al-4V,334.32,29.81,94.93,335.49,30.98,96.1,Process_Change,2023-07-30,Fuselage|Aft_Fuselage|APU_Bay,Manufacturing_Engineering|Materials_Engineering|Maintenance_Planning|Structural_Engineering|Quality_Assurance|Production_Control|Flight_Test,3.51,Medium,,,,,,
CR-737-1174,Boeing 737-800,Boeing Commercial Airplanes,737-99-2833-201,Left_Elevator,Empennage,Wear pattern inconsistency observed during maintenance inspection,Quality_Assurance,Magnesium AZ31B,166.91,170.56,72.41,165.59,169.24,71.09,Material_Change,2023-09-18,Left_Elevator|Empennage|Horizontal_Stabilizer|Vertical_Stabilizer|Right_Elevator|Rudder,Materials_Engineering|Systems_Engineering|Structural_Engineering|Certification|Quality_Assurance|Supplier_Management|Flight_Test,10.0,High,,,,,,
CR-737-1175,Boeing 737-800,Boeing Commercial Airplanes,737-38-7116-201,Right_Slat_System,Wing,Surface treatment adhesion failure compromising protection coating,Design_Engineering,Magnesium AZ31B,335.3,112.15,94.64,335.82,112.67,95.16,Fastener_Change,2023-08-13,Wing|Right_Wing|Right_Slat_System|Right_Flap_System|Right_Wing_Box,Manufacturing_Engineering|Materials_Engineering|Structural_Engineering|Certification|Quality_Assurance|Design_Engineering,2.35,Medium,,,,,,
CR-737-1176,Boeing 737-800,Boeing Commercial Airplanes,737-53-4085-001,Fuselage,Fuselage,Surface treatment adhesion failure compromising protection coating,Maintenance_Planning,Aluminum 7075-T6,292.99,114.86,59.91,292.97,114.84,59.89,Dimensional_Change,2024-12-12,Fuselage,Manufacturing_Engineering|Materials_Engineering|Maintenance_Planning|Structural_Engineering|Quality_Assurance|Production_Control,0.02,Medium,,,,,,
CR-737-1177,Boeing 737-800,Boeing Commercial Airplanes,737-57-4428-201,Wing_Fuel_Tank,Wing,Vibration-induced loosening of critical fastener connections,Field_Operations,Carbon Fiber Composite,400.93,121.09,64.02,399.34,119.5,62.43,Material_Change,2023-10-30,Wing|Wing_Center_Section|Center_Fuselage|Wing_Box_Interface|Wing_Fuel_Tank,Materials_Engineering|Systems_Engineering|Field_Operations|Structural_Engineering|Certification|Quality_Assurance|Supplier_Management|Configuration_Management|Flight_Test,10.0,High,,,,,,
CR-737-1178,Boeing 737-800,Boeing Commercial Airplanes,737-99-2948-101,NLG_Strut,Landing_Gear,Fastener hole misalignment discovered during assembly process,Design_Engineering,Aluminum 2024-T3,98.14,50.75,97.93,98.8,51.41,98.59,Tolerance_Adjustment,2023-12-18,Nose_Landing_Gear|NLG_Strut|Landing_Gear,Systems_Engineering|Structural_Engineering|Quality_Assurance|Supplier_Management|Field_Support|Certification|Design_Engineering,1.48,Low,,,,,,
CR-737-1179,Boeing 737-800,Boeing Commercial Airplanes,737-32-8838-201,Main_Landing_Gear_Bay,Fuselage,Thermal expansion mismatch causing joint stress concentration,Quality_Assurance,Stainless Steel 316L,392.46,55.58,67.79,394.05,57.17,69.38,Assembly_Sequence_Change,2023-11-24,MLG_Brake_System|Main_Landing_Gear_Bay|Fuselage|Center_Fuselage,Materials_Engineering|Structural_Engineering|Quality_Assurance|Customer_Support,4.0,Medium,,,,,,
CR-737-1180,Boeing 737-800,Boeing Commercial Airplanes,737-71-9831-001,Engine_Cowling,Propulsion,Stress concentration area showing signs of material degradation,Manufacturing_Engineering,Stainless Steel 316L,293.57,77.39,12.77,295.22,79.04,14.42,Fastener_Change,2023-02-09,Engine_1|Engine_Cowling|Propulsion|Left_Wing_Box,Manufacturing_Engineering|Materials_Engineering|Systems_Engineering|Structural_Engineering|Quality_Assurance|Field_Support|Flight_Test,4.8,Medium,,,,,,
CR-737-1181,Boeing 737-800,Boeing Commercial Airplanes,737-99-2359-002,MLG_Strut,Landing_Gear,Impact damage assessment reveals underlying structural concerns,Field_Operations,Stainless Steel 316L,483.35,126.83,75.14,482.95,126.43,74.74,Surface_Treatment_Change,2023-09-05,Main_Landing_Gear|MLG_Brake_System|Main_Landing_Gear_Bay|Landing_Gear|MLG_Strut,Systems_Engineering|Field_Operations|Customer_Support|Structural_Engineering|Quality_Assurance|Field_Support|Configuration_Management,1.2,Medium,,,,,,
CR-737-1182,Boeing 737-800,Boeing Commercial Airplanes,737-99-8392-002,Propulsion,Propulsion,Thermal expansion mismatch causing joint stress concentration,Design_Engineering,Aluminum 7075-T6,203.84,57.82,91.49,202.21,56.19,89.86,Process_Change,2024-08-30,Propulsion,Manufacturing_Engineering|Structural_Engineering|Quality_Assurance|Configuration_Management|Production_Control|Design_Engineering,1.33,Medium,,,,,,
CR-737-1183,Boeing 737-800,Boeing Commercial Airplanes,737-32-9225-002,Landing_Gear,Landing_Gear,Manufacturing defect in composite layup causing delamination risk,Customer_Operations,Aluminum 6061-T6,334.68,40.94,81.6,335.68,41.94,82.6,Quality_Requirement_Change,2024-10-31,Landing_Gear,Manufacturing_Engineering|Customer_Operations|Systems_Engineering|Customer_Support|Structural_Engineering|Quality_Assurance|Certification|Field_Support,0.65,Low,,,,,,
CR-737-1184,Boeing 737-800,Boeing Commercial Airplanes,737-99-9466-101,Right_Aileron,Wing,Dimensional tolerance exceeded during manufacturing quality check,Flight_Test,Steel 4340,469.41,194.62,62.54,470.59,195.8,63.72,Material_Change,2023-10-25,Wing|Right_Wing|Right_Slat_System|Right_Flap_System|Right_Aileron|Right_Wing_Box,Manufacturing_Engineering|Materials_Engineering|Systems_Engineering|Structural_Engineering|Certification|Quality_Assurance|Configuration_Management|Flight_Test,10.0,High,,,,,,
CR-737-1185,Boeing 737-800,Boeing Commercial Airplanes,737-57-8966-002,Left_Wing,Wing,Fatigue crack observed in structural component during routine inspection,Design_Engineering,Titanium Ti-6Al-4V,96.13,23.96,70.42,97.04,24.87,71.33,Material_Change,2023-11-06,Left_Wing|Wing,Materials_Engineering|Structural_Engineering|Certification|Quality_Assurance|Supplier_Management|Design_Engineering|Flight_Test,2.72,High,,,,,,
CR-737-1186,Boeing 737-800,Boeing Commercial Airplanes,737-99-9083-002,Stabilizer_Trim_Tab,Empennage,Impact damage assessment reveals underlying structural concerns,Flight_Test,Aluminum 7075-T6,471.75,164.49,99.12,470.42,163.16,97.79,Process_Change,2023-05-16,Stabilizer_Trim_Tab|Empennage|Horizontal_Stabilizer,Manufacturing_Engineering|Systems_Engineering|Customer_Support|Structural_Engineering|Quality_Assurance|Field_Support|Production_Control|Flight_Test,3.98,Medium,,,,,,
CR-737-1187,Boeing 737-800,Boeing Commercial Airplanes,737-53-7007-101,Passenger_Door_Frame,Fuselage,Fatigue crack observed in structural component during routine inspection,Maintenance_Planning,Inconel 718,359.55,161.85,18.16,360.0,162.3,18.61,Dimensional_Change,2024-03-04,Emergency_Exit_Frame|Center_Fuselage|Rear_Pressure_Bulkhead|Passenger_Door_Frame|Fuselage|Aft_Fuselage,Manufacturing_Engineering|Materials_Engineering|Systems_Engineering|Maintenance_Planning|Structural_Engineering|Quality_Assurance|Configuration_Management|Production_Control,3.38,High,,,,,,
CR-737-1188,Boeing 737-800,Boeing Commercial Airplanes,737-99-5305-003,MLG_Strut,Landing_Gear,Manufacturing defect in composite layup causing delamination risk,Design_Engineering,Magnesium AZ31B,80.53,73.5,70.05,81.93,74.9,71.45,Process_Change,2023-05-04,Main_Landing_Gear|MLG_Brake_System|MLG_Strut|Landing_Gear,Manufacturing_Engineering|Materials_Engineering|Systems_Engineering|Structural_Engineering|Quality_Assurance|Field_Support|Production_Control|Design_Engineering,5.33,Medium,,,,,,
CR-737-1189,Boeing 737-800,Boeing Commercial Airplanes,737-38-4219-101,NLG_Steering_System,Landing_Gear,Vibration-induced loosening of critical fastener connections,Maintenance_Planning,Inconel 718,185.43,44.41,35.51,185.62,44.6,35.7,Assembly_Sequence_Change,2023-03-10,Nose_Landing_Gear|NLG_Steering_System|Landing_Gear,Systems_Engineering|Customer_Support|Maintenance_Planning|Structural_Engineering|Quality_Assurance|Certification|Field_Support|Supplier_Management,0.43,Low,,,,,,
CR-737-1190,Boeing 737-800,Boeing Commercial Airplanes,737-99-1651-002,Right_Aileron,Wing,Material thickness variation beyond specification limits detected,Supplier_Boeing_Wichita,Steel 4340,368.68,46.21,67.61,367.46,44.99,66.39,Fastener_Change,2023-01-12,Right_Aileron|Wing|Right_Wing_Box|Right_Wing,Manufacturing_Engineering|Systems_Engineering|Structural_Engineering|Supplier_Boeing_Wichita|Quality_Assurance|Supplier_Management|Field_Support,4.4,Medium,,,,,,
CR-737-1191,Boeing 737-800,Boeing Commercial Airplanes,737-99-5356-201,Rear_Pressure_Bulkhead,Fuselage,Wear pattern inconsistency observed during maintenance inspection,Quality_Assurance,Steel 4340,80.31,145.54,64.69,81.58,146.81,65.96,Process_Change,2023-11-24,Fuselage|Aft_Fuselage|Rear_Pressure_Bulkhead,Manufacturing_Engineering|Structural_Engineering|Quality_Assurance|Supplier_Management|Production_Control,3.8,Medium,,,,,,
CR-737-1192,Boeing 737-800,Boeing Commercial Airplanes,737-99-8778-101,Rear_Pressure_Bulkhead,Fuselage,Manufacturing defect in composite layup causing delamination risk,Supplier_Spirit_AeroSystems,Aluminum 7075-T6,311.98,135.71,23.81,310.89,134.62,22.72,Quality_Requirement_Change,2024-10-10,Emergency_Exit_Frame|Rear_Pressure_Bulkhead|Passenger_Door_Frame|Fuselage|Aft_Fuselage,Structural_Engineering|Quality_Assurance|Supplier_Management|Supplier_Spirit_AeroSystems|Flight_Test,3.55,Medium,,,,,,
CR-737-1193,Boeing 737-800,Boeing Commercial Airplanes,737-99-3382-001,APU_Bay,Fuselage,Manufacturing defect in composite layup causing delamination risk,Maintenance_Planning,Aluminum 7075-T6,205.65,160.89,28.61,205.87,161.11,28.83,Design_Modification,2024-10-03,Fuselage|Aft_Fuselage|APU_Bay,Manufacturing_Engineering|Materials_Engineering|Maintenance_Planning|Structural_Engineering|Certification|Quality_Assurance|Supplier_Management|Configuration_Management|Flight_Test,0.99,High,,,,,,
